Time,1,2_X,2_Y,3_X,3_Y,4_X,4_Y,PredictedFinger
2.188784300000407,"(0.436953125, 0.9467527777777779)",,,,,,,
2.2007535999873653,"(0.436953125, 0.9467527777777779)",,,,,,,
2.21273160004057,"(0.436953125, 0.9467527777777779)",,,,,,,
2.2247349000535905,"(0.436953125, 0.9467527777777779)",,,,,,,
2.23674399999436,"(0.436953125, 0.9467527777777779)",,,,,,,
2.492412499967031,,0.4931328125,0.9417611111111112,,,,,RightIndex
2.504412099951878,,0.4931328125,0.9417611111111112,,,,,RightIndex
2.516412000055425,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.528750199940987,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.541730299941264,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.5541511999908835,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.567414000048302,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.5873903000028804,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.59940079995431,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.6117625000188127,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.6237459999974817,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.6357611999846995,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.6477684000274166,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, LeftIndex"
2.659120799973607,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.6713791999500245,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.682927699992433,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.6950458999490365,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.7073509000474587,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.719940099981613,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.7321987999603152,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.744194300030358,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.7561907999916,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.768610700033605,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.7804040999617428,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
2.7934053000062704,,0.4931328125,0.9417611111111112,0.4556796875,0.943425,,,"RightIndex, RightIndex"
